name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
Hichkiyaa,67500,False,49,Osho Jain,Wahaan,0.508,0.101,1,-18.458,0.0,0.0506,0.682,0.0,0.0887,0.122,127.548,67500,4.0,137.0,33.0,,2.36741214057508,indian
Get Down Massive,325786,False,14,Freestylers,Pressure Point,0.731,0.92,6,-6.104,,0.0489,0.0168,0.000196,0.0993,0.479,134.869,325787,4.0,728.0,181.0,,1.1709531013615733,breakbeat
Tudo Tem Se Limite,272600,False,27,Cesária Evora,Best Of,0.641,0.306,7,-11.56,,0.094,0.867,0.0,0.341,0.746,77.944,272600,4.0,349.0,86.0,,4.067085953878407,mandopop
Man on Fire,438024,False,10,Glenn Underground,Man on Fire,0.707,0.86,6,-8.273,1.0,0.0488,0.0352,0.93,0.247,0.605,123.024,438024,4.0,897.0,226.0,0.609,1.1709531013615733,chicago-house
GOOD GYAL,252604,True,23,Eshconinco;Yemil;EL TACHI,GOOD GYAL,0.594,0.644,4,-4.63,,0.358,0.115,0.0,0.194,0.695,95.578,252604,4.0,316.0,78.0,,0.916010498687664,j-dance
Foi Amor,207272,False,48,Zé Vaqueiro,O Original,0.582,0.789,7,-1.97,1.0,0.135,0.632,0.0,0.0733,0.728,154.157,207273,4.0,509.0,129.0,,4.067085953878407,forro
Black & Blue,225419,False,12,Freestylers;Blapps Posse;Laura Streel,Other Worlds,0.623,0.969,9,-2.925,1.0,0.0969,0.0225,0.0271,0.295,0.734,128.061,225420,4.0,481.0,121.0,,1.343558282208589,breakbeat
Buckingham,221483,False,43,WEDNESDAY CAMPANELLA,Neon,0.703,0.862,0,-5.015,,0.0515,0.0105,0.00135,0.0444,0.825,144.946,221484,4.0,529.0,132.0,,3.349056603773585,j-dance
Jasna Pustka,211062,True,17,Truchło Strzygi,Nad Którymi Nie Czuwa Żaden Stróż,0.0888,0.933,9,-5.682,,0.0701,6.54e-06,0.0671,0.469,0.058,166.557,211063,,585.0,146.0,0.701,1.343558282208589,black-metal
爱你在心口难开,170626,False,22,You Ya,千禧珍藏系列,0.541,0.477,0,-7.673,1.0,0.0281,0.901,0.014,0.142,0.591,104.636,170627,4.0,290.0,72.0,,3.349056603773585,mandopop
Afrorumbachilenera,279376,False,22,Juanafé,Afrorumba Chilenera,0.588,0.745,9,-5.754,0.0,0.0886,0.515,0.0,0.179,0.432,95.071,279377,4.0,439.0,108.0,,1.343558282208589,afrobeat
Mama Says No,178133,False,30,The Steeldrivers,Bad For You,0.505,0.684,7,-8.142,,0.0334,0.418,0.934,0.226,0.885,128.036,178133,4.0,367.0,92.0,,4.067085953878407,bluegrass
BazeFaze - SPLT SCND INTERLUDE RMX,76800,False,2,DJ Ruffneck;SPLT SCND,BazeFaze (SPLT SCND RMXS),0.669,0.57,11,-10.288,1.0,0.0763,0.00562,0.268,0.623,0.0382,150.021,76800,4.0,191.0,47.0,,0.7481162540365985,happy
What a Night,148821,False,3,Justnormal,Not Your Normal Christmas,0.72,0.539,2,-9.195,,0.0504,0.868,0.00128,0.115,0.258,84.965,148821,4.0,208.0,51.0,,3.7004830917874396,study
愛就一個字,272379,False,49,Jeff Chang,我好想,0.566,0.504,0,-6.93,1.0,0.0357,0.725,0.0,0.139,0.202,120.908,272380,4.0,545.0,136.0,,3.349056603773585,mandopop
諷刺的情書,258533,False,49,Hebe Tien,無人知曉,0.477,0.473,7,-6.35,1.0,0.0396,0.723,0.0,0.0754,0.431,155.875,258533,4.0,633.0,158.0,,4.067085953878407,mandopop
Move Like the Dinosaurs,56764,False,56,Pinkfong,Pinkfong Dinosaur Songs,0.818,0.847,8,-3.213,,0.0951,0.107,0.0,0.0834,0.712,124.959,56764,4.0,113.0,27.0,,2.7259036144578315,disney
Inside Out,270600,False,22,God Module,Viscera,0.473,0.955,6,-6.366,,0.0368,0.000471,0.583,0.631,0.513,129.03,270600,4.0,578.0,146.0,0.729,1.1709531013615733,industrial
葡萄成熟時,277040,False,51,Eason Chan,U 87,0.521,0.567,10,-5.97,1.0,0.0307,0.417,0.0,0.183,0.223,125.194,277040,4.0,575.0,145.0,0.639,0.7573891625615764,mandopop
サザン・ウインド - 30th anniversary mix,231493,False,26,Akina Nakamori,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,0.576,0.838,6,-4.208,,0.0894,0.0305,0.000875,0.374,0.533,155.292,231493,4.0,589.0,147.0,,1.1709531013615733,j-idol
僕らの制服クリスマス,268946,False,31,=LOVE,僕らの制服クリスマス,0.519,0.933,5,-2.149,1.0,0.0519,0.366,1.33e-06,0.186,0.638,143.065,268947,4.0,628.0,156.0,0.01,1.2793053545586106,j-idol
RELATE (R3HAB Remix),166666,False,46,for KING & COUNTRY;R3HAB,RELATE (R3HAB Remix),0.651,0.887,10,-4.67,,0.111,0.109,0.0,0.0765,0.238,107.991,166667,,298.0,74.0,,0.7573891625615764,afrobeat
A Star Is Born - Japanese Version,122280,False,23,Disney Studio Chorus,Hercules (Original Motion Picture Soundtrack/Japanese Version),0.729,0.586,5,-10.168,,0.104,0.683,0.0,0.305,0.751,117.596,122280,4.0,234.0,58.0,,1.2793053545586106,disney
Entspannender Schlafzimmerklang,198440,False,53,Weißes Rauschen HD,Weißer Lärm Baby Schlaf (Meeresrauschen),0.138,0.435,2,-17.072,0.0,0.0479,0.742,0.986,0.904,1e-05,103.086,198440,4.0,332.0,83.0,,3.7004830917874396,sleep
Lost Without You (feat. Clara Mae),165814,False,5,Fly By Midnight;Clara Mae,Lost Without You (feat. Clara Mae),0.63,0.659,0,-9.799,1.0,0.129,0.502,3.62e-05,0.547,0.659,163.059,165815,,447.0,112.0,,3.349056603773585,chicago-house
Quiero Decirte,222348,False,73,Abraham Mateo;Ana Mena,Quiero Decirte,0.751,0.772,4,-3.853,1.0,0.0383,0.039,0.0,0.102,0.923,117.941,222349,4.0,432.0,107.0,,0.916010498687664,spanish
Bongo Bong - Original Mix,323657,False,0,Ed Solo;Deekline,Welcome To The Jungle: The Ultimate Jungle Cakes Drum & Bass Compilation,0.677,0.959,2,-3.876,1.0,0.0513,0.00097,0.00332,0.0509,0.818,174.973,323657,4.0,937.0,233.0,,3.7004830917874396,breakbeat
God of the Impossible,283066,False,39,Lincoln Brewster,God of the Impossible (Deluxe),0.546,0.708,10,-6.406,,0.0335,0.0288,0.0,0.133,0.371,121.994,283067,4.0,566.0,142.0,,0.7573891625615764,afrobeat
Haunted Rockin' Street - Edited Version,244565,False,11,Tokyo Disneyland,Tokyo Disney Resort Autumn Best (Special Edition),0.317,0.816,9,-7.44,,0.114,0.000454,0.0,0.304,0.411,153.828,244566,4.0,620.0,156.0,,1.343558282208589,disney
Colima,245122,False,18,Stanton Warriors,Colima,0.769,0.968,6,-3.894,1.0,0.0505,0.0312,0.772,0.0775,0.255,128.032,245123,,515.0,129.0,0.604,1.1709531013615733,breakbeat
Heart Beat,253746,False,21,Mavado,Gangsta For Life: The Symphony Of David Brooks,0.793,0.394,4,-7.252,,0.0582,0.117,0.0,0.21,0.419,131.974,253747,,555.0,138.0,,0.916010498687664,j-dance
Seed of Guards,289090,True,0,Ekwon,"Born in Shroud, Dead in Womb",0.405,0.928,0,-4.422,0.0,0.0622,2.29e-05,0.933,0.508,0.0952,109.913,289091,4.0,525.0,131.0,,3.349056603773585,iranian
All For Love,180484,False,60,Tungevaag;Raaban;Richard Smitt,All For Love,0.689,0.901,7,-1.431,1.0,0.0678,0.145,1.03e-05,0.459,0.651,125.115,180485,4.0,365.0,91.0,,4.067085953878407,chicago-house
Sixteen Tons,155901,False,61,Tennessee Ernie Ford,Sixteen Tons,0.667,0.25,11,-18.533,,0.217,0.757,0.0,0.25,0.412,144.145,155902,4.0,366.0,92.0,,0.7481162540365985,bluegrass
Feel Good (feat. Daya),248156,False,67,Gryffin;ILLENIUM;Daya,Feel Good (feat. Daya),0.625,0.707,2,-4.761,,0.0337,0.22,0.0,0.213,0.479,138.064,248156,,567.0,142.0,,3.7004830917874396,chicago-house
Kali Kali Zulfon Ke Phande Nah Dalo,706866,False,52,Nusrat Fateh Ali Khan,Shahen-Shah (Real World Gold),0.436,0.674,10,-12.834,1.0,0.0368,0.664,0.0044,0.266,0.752,138.674,706867,3.0,1615.0,540.0,,0.7573891625615764,indian
secret base ~君がくれたもの~,295386,False,59,ZONE,E 〜Complete A side Singles〜,0.49,0.777,6,-6.237,1.0,0.0384,0.366,0.0,0.139,0.427,144.81,295387,,699.0,176.0,,1.1709531013615733,j-idol
"如果可以 - 電影""月老""主題曲",274400,False,70,WeiBird,"如果可以 (電影""月老""主題曲)",0.54,0.54,3,-6.368,,0.029,0.241,0.0,0.351,0.372,74.969,274400,4.0,335.0,83.0,,1.7389162561576355,mandopop
Leopard Slug - MISSIN Remix,212093,False,12,Noisia;MISSIN,The Resonance IV,0.662,0.898,6,-2.446,1.0,0.412,0.0773,0.256,0.113,0.303,171.922,212093,,600.0,150.0,,1.1709531013615733,breakbeat
Musica para Relajacion Guiada,240962,False,25,Reiki Armonía,Música Relajante para Reiki - Canciones de Fondo Spa para Tratamiento Ayurvedico,0.167,0.1,9,-22.747,1.0,0.0359,0.986,0.962,0.109,0.0349,85.407,240963,4.0,342.0,85.0,,1.343558282208589,iranian
Masterplan (feat. Dynamite MC),159272,False,18,Krafty Kuts;Dynamite MC,Masterplan EP,0.825,0.89,8,-1.508,1.0,0.226,0.094,0.0,0.0712,0.966,110.048,159273,4.0,290.0,73.0,,2.7259036144578315,breakbeat
Tiger Lounge,262337,False,13,Mr. Fingers,Cerebral Hemispheres,0.85,0.467,4,-9.319,0.0,0.0442,0.0217,0.931,0.134,0.559,107.031,262338,,465.0,116.0,0.556,0.916010498687664,chicago-house
I Was Made for Lovin' You,213280,False,8,Scooter,We Are the Greatest / I Was Made for Lovin' You,0.634,0.993,9,-6.212,0.0,0.0953,0.00139,0.000691,0.0715,0.66,147.355,213280,4.0,512.0,129.0,,1.343558282208589,happy
YAMAZAKURA,291000,False,43,Taeko Onuki,Words Bubble Up Like Soda Pop Original Soundtrack,0.673,0.231,4,-15.543,1.0,0.0309,0.826,0.0712,0.12,0.432,143.891,291000,4.0,668.0,167.0,,0.916010498687664,techno
瑠璃色の地球,265413,False,24,Seiko Matsuda,I'll fall in love 愛的禮物,0.544,0.269,1,-11.129,1.0,0.0299,0.781,1.83e-05,0.0839,0.189,87.812,265413,4.0,380.0,95.0,0.305,2.36741214057508,j-idol
無數,330521,False,43,Joker Xue,無數,0.582,0.725,8,-6.663,0.0,0.0262,0.00804,0.0222,0.252,0.384,93.013,330521,4.0,508.0,127.0,0.151,2.7259036144578315,mandopop
"March 2, 2002",474773,False,0,Kiawasch Sahebnassagh,Moments,0.196,0.247,2,-20.627,0.0,0.0319,0.954,0.849,0.0584,0.0383,79.289,474773,3.0,626.0,207.0,,3.7004830917874396,iranian
It's Alright - Mark Knight Remix - TR441,236097,False,12,Sterling Void;Paris Brightledge;Mark Knight,Toolroom Radio EP441 - Presented by Mark Knight,0.651,0.949,0,-7.657,1.0,0.048,0.267,0.0155,0.138,0.567,123.001,236098,4.0,482.0,119.0,,3.349056603773585,chicago-house
I'm a Sucker for a Liar in a Red Dress,223811,False,51,Adam Jensen,I'm a Sucker for a Liar in a Red Dress,0.689,0.728,0,-4.276,1.0,0.0501,0.412,1.19e-06,0.162,0.718,150.023,223812,4.0,550.0,137.0,,3.349056603773585,bluegrass
Sing Out!,325560,False,25,Nogizaka46,Sing Out!,0.52,0.822,11,-4.515,1.0,0.0367,0.489,2.38e-06,0.326,0.7,89.957,325560,,477.0,119.0,,0.7481162540365985,j-idol
Anaadi Ananta,390016,False,26,Kailash Kher,Anaadi Ananta,0.49,0.699,8,-7.564,,0.0476,0.349,0.000241,0.178,0.156,100.288,390017,,643.0,160.0,,2.7259036144578315,indian
D411,261702,False,15,Donbor,Bloq Num 11,0.531,0.974,9,-6.184,0.0,0.0567,0.00182,0.851,0.372,0.887,188.009,261702,4.0,813.0,202.0,,1.343558282208589,techno
Rockets,183686,False,25,The Infamous Stringdusters,Silver Sky,0.526,0.576,4,-6.392,1.0,0.0286,0.233,5.58e-05,0.102,0.424,119.924,183686,3.0,356.0,118.0,,0.916010498687664,bluegrass
Gal Weather,170097,False,20,Bounty Killer;Konshens;Jonny Blaze,Gal Weather,0.818,0.764,1,-4.155,,0.232,0.203,0.0,0.0997,0.63,102.928,170097,,292.0,73.0,,2.36741214057508,j-dance
Semblance,227000,False,0,Ixuol,Abstraction In High Fidelity,0.0762,0.153,4,-25.939,0.0,0.0422,0.899,0.921,0.109,0.0636,80.026,227000,4.0,484.0,121.0,,0.916010498687664,iranian
Chip Lock,187200,True,0,Vybz Kartel,Chip Glock,0.683,0.635,11,-5.51,0.0,0.436,0.187,0.00132,0.126,0.368,131.696,187200,5.0,363.0,90.0,,0.7481162540365985,j-dance
唯一想了解的人 - 《HIStory4-近距離愛上你》LINE TV插曲,221964,False,37,Andrew Tan,唯一想了解的人,0.614,0.596,10,-7.0,1.0,0.0275,0.335,0.0,0.0902,0.446,79.969,221965,4.0,290.0,72.0,,0.7573891625615764,mandopop
Paisano,238201,False,17,Nkumba System;Mamani Keïta,Paisano,0.66,0.717,7,-10.441,1.0,0.0559,0.407,4.44e-05,0.0536,0.964,165.259,238202,3.0,650.0,217.0,,4.067085953878407,afrobeat
Rumor Has It / Hangman's Tree,157320,False,26,Oliver Wallace,Peter Pan (Original Motion Picture Soundtrack),0.424,0.0927,7,-21.009,1.0,0.0563,0.645,0.0653,0.134,0.28,86.623,157320,4.0,224.0,56.0,,4.067085953878407,disney
yami wa hikari no haha,142746,False,11,Rei Harakami;Ikuko Harada,暗やみの色 Colors of the Dark,0.611,0.094,10,-21.644,0.0,0.939,0.28,0.0,0.347,0.239,167.96,142747,5.0,380.0,94.0,,0.7573891625615764,idm
Dansaki,324572,False,44,Lara George,Higher,0.701,0.94,4,-2.963,1.0,0.0497,0.0619,0.0288,0.0962,0.945,139.497,324572,3.0,752.0,250.0,,0.916010498687664,afrobeat
There Is A Time - Glenn's Favourite Mix,388693,False,7,Glenn Underground,The Jerusalem EP's,0.796,0.606,7,-14.969,,0.0518,0.00398,0.0919,0.049,0.531,121.895,388693,4.0,780.0,197.0,,4.067085953878407,chicago-house
Impossível Acreditar Que Perdi Você,225053,False,0,Zezo,Grandes Sucessos (O Príncipe dos Teclados),0.72,0.569,11,-5.676,1.0,0.0569,0.608,0.0,0.0874,0.264,75.864,225053,,282.0,71.0,,0.7481162540365985,forro
Listreaux Grackle Inc. (feat. Buddy Mv),138773,False,0,Leila Bela;Buddy Mv,Angra Manyu,0.567,0.555,2,-10.784,,0.0446,0.541,0.462,0.0737,0.452,81.301,138773,4.0,183.0,46.0,0.692,3.7004830917874396,iranian
Fio de Pumo (Padê Onã),249960,False,27,Criolo;Juçara Marçal,Convoque Seu Buda,0.77,0.819,7,-6.487,1.0,0.0703,0.0191,0.0133,0.377,0.732,92.996,249960,4.0,380.0,94.0,,4.067085953878407,afrobeat
Lágrimas desordenadas,229308,False,64,Melendi,Lágrimas desordenadas,0.641,0.937,9,-3.52,1.0,0.0735,0.238,0.0,0.108,0.653,160.1,229309,4.0,606.0,151.0,0.529,1.343558282208589,spanish
Based On A True Story...,132000,False,3,Confess,Revenge at All Costs,0.439,0.506,1,-12.867,,0.35,0.197,0.047,0.185,0.055,86.076,132000,3.0,187.0,61.0,,2.36741214057508,iranian
Call Me,221952,False,17,Cadaveria,Far Away from Conformity (Remixed and Remastered),0.481,0.953,11,-3.324,1.0,0.096,2.98e-05,1.45e-05,0.0754,0.517,131.977,221952,4.0,485.0,121.0,,0.7481162540365985,black-metal
沒離開過,317266,False,44,林志炫,擦聲而過Ⅱ,0.553,0.518,3,-6.844,0.0,0.0295,0.275,7.01e-06,0.155,0.123,113.865,317267,4.0,587.0,147.0,,1.7389162561576355,mandopop
遠回り,220712,False,23,Maharajan,正気じゃいられない,0.57,0.857,10,-5.125,1.0,0.057,0.00126,0.0,0.0633,0.684,103.973,220712,4.0,370.0,92.0,,0.7573891625615764,j-dance
What About This Love? - Dub Version,423880,False,13,Mr. Fingers,What About This Love?,0.678,0.692,3,-15.426,0.0,0.0315,0.115,0.93,0.0737,0.92,113.025,423881,4.0,794.0,198.0,0.217,1.7389162561576355,chicago-house
Kasoor - Acoustic,213306,False,53,Prateek Kuhad,Shehron Ke Raaz,0.62,0.111,6,-14.142,,0.0355,0.896,0.00135,0.113,0.477,127.96,213307,5.0,434.0,109.0,,1.1709531013615733,indian
Reign In Us,334466,False,37,Starfield,I Will Go,0.392,0.769,0,-5.137,1.0,0.032,0.0403,0.0,0.306,0.294,144.025,334467,4.0,793.0,200.0,,3.349056603773585,mandopop
Ik ben een gamer,164906,False,27,Kinderen voor Kinderen,41 - En toen?,0.59,0.641,8,-4.8,1.0,0.0777,0.178,0.0,0.674,0.688,164.019,164907,,448.0,112.0,0.757,2.7259036144578315,disney
她與你(She and You),161014,False,25,Z.TAO,她與你(She and You),0.763,0.704,10,-5.148,1.0,0.118,0.0907,0.0,0.148,0.359,131.871,161014,4.0,353.0,87.0,,0.7573891625615764,mandopop
イート・ザ・大目玉,238453,False,17,Shiritsu Ebisu Chugaku,MUSiC,0.55,0.913,10,-3.784,,0.111,0.000932,0.0,0.045,0.672,174.98,238453,4.0,682.0,171.0,,0.7573891625615764,j-idol
Holding,537106,False,31,Yonder Mountain String Band,"Mountain Tracks, Vol. 3",0.472,0.702,9,-8.965,1.0,0.0981,0.82,4.25e-05,0.362,0.351,104.656,537107,,897.0,225.0,,1.343558282208589,bluegrass
Giving In To The Change - Assemblage 23 Mix,264780,False,23,Imperative Reaction,Electronic Saviors: Industrial Music To Cure Cancer,0.546,0.962,6,-6.779,0.0,0.0422,1.52e-05,0.544,0.061,0.682,126.994,264780,4.0,552.0,137.0,,1.1709531013615733,industrial
The Boatswain's Song - Demo Recording,186773,False,23,Oliver Wallace,Peter Pan (Original Motion Picture Soundtrack),0.688,0.325,0,-14.68,1.0,0.0462,0.981,0.65,0.725,0.812,102.145,186773,4.0,317.0,79.0,,3.349056603773585,disney
光陰獨白 (電視劇《你是我的榮耀》片尾曲),204973,False,44,LaLa Hsu,光陰獨白 (電視劇《你是我的榮耀》片尾曲),0.243,0.258,9,-9.887,1.0,0.0345,0.916,8e-06,0.128,0.191,59.153,204973,4.0,217.0,54.0,,1.343558282208589,mandopop
Fun House,224757,False,12,Delta Heavy,Oscillator / Fun House,0.552,0.985,10,-2.302,0.0,0.134,0.00113,0.367,0.131,0.208,174.135,224757,4.0,640.0,160.0,,0.7573891625615764,industrial
Love Me Now (feat. Zoe Wees),195880,False,65,Kygo;Zoe Wees,Love Me Now (feat. Zoe Wees),0.662,0.489,5,-7.067,,0.0525,0.163,0.0,0.172,0.506,102.04,195881,4.0,325.0,81.0,,1.2793053545586106,chicago-house
Teu Amanhã Será Melhor que Hoje,250961,False,48,Samuel Messias,Planos de Deus,0.28,0.512,0,-6.932,1.0,0.029,0.347,0.0,0.108,0.494,80.795,250961,1.0,328.0,82.0,0.707,3.349056603773585,brazil
De Malas Prontas,394353,False,46,Rodolfo Abrantes,De Malas Prontas,0.59,0.489,9,-7.864,1.0,0.0259,0.124,0.0269,0.0926,0.302,79.974,394353,4.0,515.0,129.0,0.586,1.343558282208589,brazil
Não Me Faça Chorar,213629,False,6,Priscila Senna,Vol. 02,0.576,0.686,0,-6.712,,0.0405,0.636,0.0,0.0971,0.478,145.827,213629,4.0,511.0,127.0,,3.349056603773585,forro
Wielki Mizogin,194821,True,18,Odraza,Esperalem Tkane,0.239,0.982,6,-5.466,0.0,0.186,0.000128,0.0102,0.729,0.12,159.926,194822,4.0,497.0,124.0,,1.1709531013615733,black-metal
Majesty of the Void,427531,False,3,Imperialist,Zenith,0.41,0.951,9,-6.49,1.0,0.0682,1.97e-06,0.862,0.117,0.0317,105.03,427531,3.0,725.0,243.0,,1.343558282208589,black-metal
Just Maath Maathali,156368,False,5,Raghu Dixit,Just Maath Maathali,0.688,0.492,5,-8.459,1.0,0.0256,0.492,0.000227,0.147,0.638,107.918,156369,4.0,275.0,68.0,,1.2793053545586106,indian
Eyes Like the Sun,282400,False,15,Fallujah,Undying Light,0.38,0.947,2,-4.558,0.0,0.0858,1.55e-05,0.891,0.333,0.166,77.492,282400,,359.0,90.0,,3.7004830917874396,black-metal
Pal Behta Jaaye,174545,False,68,Vismay Patel,Pal Behta Jaaye,0.776,0.223,8,-13.686,,0.0379,0.721,3.8e-06,0.119,0.196,109.966,174545,4.0,319.0,79.0,,2.7259036144578315,indian
Castaways,87706,False,55,The Backyardigans,The Backyardigans,0.756,0.211,5,-17.646,1.0,0.409,0.784,8.65e-06,0.11,0.307,81.253,87707,,115.0,27.0,,1.2793053545586106,disney
Sodomy & Lust,282800,False,19,Cradle Of Filth,Lovecraft & Witch Hearts,0.263,0.964,2,-3.023,1.0,0.0906,0.000101,0.00482,0.559,0.178,118.174,282800,4.0,557.0,140.0,,3.7004830917874396,black-metal
Sun Models,160000,False,68,ODESZA;Madelyn Grant,In Return,0.683,0.481,8,-9.174,0.0,0.075,0.191,0.736,0.0907,0.47,120.001,160000,4.0,318.0,78.0,,2.7259036144578315,sleep
RudeBoy - Remix,238080,False,48,Demarco;Rihanna,Keep Calm and Love Dancehall (Dancehall Party Classics 2015),0.583,0.779,10,-5.182,,0.137,0.0742,0.0,0.259,0.593,179.858,238080,4.0,707.0,176.0,,0.7573891625615764,j-dance
Morgenstern,239866,False,55,Rammstein,"Reise, Reise",0.514,0.945,8,-4.833,,0.105,0.00234,0.000158,0.0638,0.409,104.971,239867,4.0,412.0,102.0,0.811,2.7259036144578315,industrial
Busola Do Nikąd,293395,True,19,Truchło Strzygi,Pora Umierać,0.382,0.837,6,-7.76,1.0,0.0579,9.16e-05,0.0,0.113,0.0578,128.987,293396,4.0,632.0,158.0,,1.1709531013615733,black-metal
I Will Have That Power,378949,False,25,Hard Creation,I Will Have That Power,0.725,0.892,7,-13.914,,0.288,0.351,0.0155,0.177,0.176,170.06,378950,,1056.0,266.0,,4.067085953878407,happy
Tu Te Abeiraste da Praia - A Barca,244920,False,44,Astúlio Nunes,"Canções para Orar, Vol. 3",0.317,0.324,3,-11.684,,0.0279,0.802,0.0,0.136,0.499,103.402,244920,3.0,404.0,134.0,,1.7389162561576355,brazil
Don't Contradict,236053,False,18,Ikebe Shakedown,Ikebe Shakedown,0.776,0.961,10,-5.986,,0.0406,0.53,0.905,0.0897,0.942,136.005,236053,,530.0,131.0,,0.7573891625615764,afrobeat
Petit frère - Live,356574,False,23,Deluxe;IAM,Live à l'Olympia,0.506,0.835,6,-5.426,,0.446,0.22,0.000129,0.804,0.352,176.004,356574,4.0,1039.0,259.0,0.101,1.1709531013615733,spanish
To the Glorious Path,357694,True,0,Witness the Existence,Enshrined Twice,0.517,0.929,5,-3.409,0.0,0.0523,2.28e-05,0.914,0.314,0.366,119.974,357695,3.0,712.0,237.0,,1.2793053545586106,iranian
Whisky,325906,False,35,Dzem,To ja zlodziej,0.376,0.677,0,-8.168,1.0,0.0389,0.0679,6.6e-06,0.101,0.707,130.49,325907,4.0,709.0,178.0,,3.349056603773585,bluegrass
Noise (feat. Donnis) - Rise At Night Remix,348895,False,12,Bassnectar;Donnis;Rise At Night,NVSB Remixes,0.514,0.8,1,-3.66,1.0,0.0605,0.00114,0.000449,0.0396,0.356,127.909,348896,4.0,699.0,175.0,,2.36741214057508,breakbeat
Feeling Good Again,202333,False,21,Watkins Family Hour;Sara Watkins;Sean Watkins,Watkins Family Hour,0.527,0.452,5,-10.575,1.0,0.0318,0.206,9.86e-06,0.149,0.404,104.931,202333,,346.0,85.0,,1.2793053545586106,bluegrass
Green Flash,271600,False,21,AKB48,Green Flash Type A【初回限定盤】,0.586,0.733,10,-4.416,,0.0284,0.703,4.91e-06,0.101,0.468,95.999,271600,4.0,423.0,106.0,,0.7573891625615764,j-idol
Hope - Parra For Cuva Remix,353302,False,45,Max Cooper;Parra for Cuva,One Hundred Billion Sparks Remixed,0.642,0.648,8,-9.363,1.0,0.0374,0.286,0.949,0.0948,0.099,112.003,353302,4.0,652.0,163.0,,2.7259036144578315,techno
No Way (feat. Darius Scott),314315,False,19,Jor'dan Armstrong;DIXSON,Vibes,0.481,0.596,6,-8.075,,0.0431,0.0864,0.0,0.377,0.348,99.96,314315,4.0,523.0,130.0,,1.1709531013615733,afrobeat
Delivering Keys,231724,False,20,Deekline;Specimen A,Let It All Out / Delivering Keys,0.614,0.971,9,-0.972,0.0,0.066,0.0128,0.00691,0.104,0.332,174.103,231724,4.0,668.0,167.0,0.841,1.343558282208589,breakbeat
Faithful Now,234560,False,58,Vertical Worship,Grace Is On Our Side,0.156,0.739,11,-6.062,,0.0436,0.0462,0.0,0.158,0.186,73.354,234560,4.0,276.0,68.0,,0.7481162540365985,afrobeat
Gunshot,159600,False,25,Vybz Kartel,Redbull & Guinness,0.798,0.883,2,-6.562,1.0,0.27,0.44,1.3e-05,0.135,0.607,121.077,159600,,318.0,79.0,,3.7004830917874396,j-dance
Abraça-Me - Ao Vivo em BH,847493,False,51,David Quinlan;Heloisa Rosa,Abraça-Me (Paixão Fogo e Glória) [Ao Vivo em BH],0.287,0.614,7,-7.714,,0.0313,0.206,0.0,0.299,0.433,139.627,847493,4.0,1969.0,493.0,0.3,4.067085953878407,brazil
Feel so right,236466,False,22,MAX,Feel so right,0.735,0.92,4,-3.404,0.0,0.0522,0.05,0.0,0.138,0.54,97.907,236467,4.0,378.0,93.0,,0.916010498687664,j-idol
As Always (Full Vocal Version),386053,True,15,"Farley ""Jackmaster"" Funk","Farley ""Jackmaster"" Funk",0.673,0.874,11,-5.315,1.0,0.129,0.0721,4.55e-06,0.127,0.723,115.47,386053,4.0,742.0,186.0,,0.7481162540365985,chicago-house
Free - DJ Hirohito Hitmix,234173,False,26,Nakatomi,Free,0.255,0.875,6,-8.865,,0.0373,0.00928,0.162,0.0485,0.239,169.411,234173,4.0,589.0,147.0,0.239,1.1709531013615733,happy
