,name,duration_ms,explicit,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre
1149,Ainda Ontem Chorei de Saudade,129.38,False,Chicão dos Teclados,Album Seresta as Melhores 2K20,0.59,0.7,1,-8.61,1.0,0.04,0.06,0.0,0.7,0.82,126.88,3.75,273.0,69.0,2.37,forro
1150,Legendär,207.68,False,Julia Scheeser;Crewkid,Silbertablett,0.87,0.56,0,-7.44,1.0,0.19,0.38,0.0,0.11,0.6,131.96,4.0,449.0,112.0,3.35,disney
1151,Dishwasher - Part 01,63.54,False,Baby Sleep Music & Sounds Library,Dishwasher (Sleep Sounds for Babies),0.17,0.37,7,-22.4,1.0,0.05,0.15,0.72,0.23,0.4,60.02,4.0,63.0,15.0,4.07,sleep
1152,めばえ,159.07,False,Rei Harakami,わすれもの,0.67,0.57,5,-13.41,1.0,0.11,0.16,0.93,0.11,0.07,120.48,3.0,310.0,101.0,1.28,idm
1153,Ich muss jetzt schlafen,179.5,False,Weißes Rauschen HD,Weißer Lärm Baby Schlaf (Meeresrauschen),0.0,0.4,10,-17.4,1.0,0.0,0.82,0.97,0.85,0.0,0.0,0.0,0.0,0.0,0.76,sleep
1154,Carência - Ao Vivo,177.84,False,Humberto & Ronaldo;Jorge & Mateus,Playlist (Ao Vivo),0.6,0.86,2,-3.49,1.0,0.04,0.57,0.0,0.72,0.76,136.91,4.0,404.0,102.0,3.7,forro
1155,Cumbia Espacial,244.59,False,Ondatrópica,Café del Mar XXV (Vol. 25),0.7,0.86,10,-9.54,0.0,0.05,0.37,0.78,0.16,0.75,91.26,3.91,369.0,91.0,0.76,afrobeat
1156,Chateau Lafite,153.53,True,Stein;Fastah Selectah,Chateau Lafite,0.9,0.69,4,-7.92,1.0,0.34,0.08,0.0,0.24,0.82,102.05,4.0,256.0,63.0,0.92,j-dance
1157,Billionaire,158.6,True,YK Kastro,Billionaire,0.69,0.75,11,-4.17,1.0,0.3,0.32,0.0,0.35,0.55,100.5,3.98,260.0,65.0,0.75,j-dance
1158,The Wrangler,185.62,False,DJ Icey,Trackotron 2,0.72,0.92,1,-4.68,1.0,0.06,0.0,0.75,0.07,0.57,127.96,4.0,385.0,96.0,2.37,breakbeat
1159,Vem Me Dengar,214.99,False,Rasta Chinela,Rasta Chinela as 20+,0.7,0.96,9,-3.63,1.0,0.03,0.12,0.0,0.29,0.95,95.99,4.0,344.0,85.0,1.34,forro
1160,僕以外の誰か,232.26,False,NMB48,難波愛~今、思うこと~ (Type-N),0.37,0.94,7,-3.7,1.0,0.1,0.02,0.0,0.31,0.45,169.88,4.0,650.0,163.0,4.07,j-idol
1161,Ka Karoon Sajni Guitar,270.76,False,Sunil Ganguly,Sunil Ganguly Guitar,0.45,0.4,7,-13.58,0.0,0.03,0.81,0.0,0.15,0.44,113.54,4.0,495.0,125.0,4.07,indian
1162,Furioso Amor,411.46,False,Elizeu Alves,Furioso Amor,0.44,0.57,0,-8.86,1.0,0.03,0.09,0.0,0.09,0.14,140.07,4.0,954.0,238.0,3.35,brazil
1163,Phenomenon One,347.91,False,Freestylers,Pressure Point,0.78,0.94,7,-6.2,1.0,0.14,0.01,0.0,0.67,0.69,93.91,4.0,544.0,138.0,4.07,breakbeat
1164,Blazing,201.23,False,Keith Mackenzie;DJ Fixx;Whiskey Pete,Blazing,0.65,0.98,7,-1.37,1.0,0.04,0.01,0.21,0.08,0.44,130.05,4.0,430.0,108.0,4.07,breakbeat
1165,Semente Nativa,277.64,False,Natiruts,Natiruts,0.69,0.6,7,-6.9,1.0,0.08,0.01,0.0,0.1,0.65,150.22,1.0,685.0,171.0,4.07,brazil
1166,Your Broken Ghost,237.0,False,Faderhead,Years Of The Serpent,0.64,0.76,10,-8.99,1.0,0.04,0.03,0.63,0.12,0.32,134.01,3.96,526.0,132.0,0.76,industrial
1167,少女には戻れない,209.55,False,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),0.56,0.79,1,-3.9,0.0,0.03,0.16,0.0,0.26,0.88,93.05,4.0,319.0,80.0,2.37,j-idol
1168,Saucy Sailor,191.19,False,The Wailin' Jennys,40 Days,0.68,0.24,3,-12.69,1.0,0.03,0.94,0.0,0.11,0.33,111.96,3.0,330.0,109.0,1.74,bluegrass
1169,Antonio's stem,134.79,False,Germaine Franco,Encanto (Originele Nederlandstalige Soundtrack),0.42,0.32,7,-11.36,1.0,0.06,0.5,0.6,0.11,0.21,108.06,3.72,234.0,58.0,4.07,disney
1170,Tell Him a Lie,212.67,False,Vybz Kartel,Mood Swing Riddim,0.66,0.64,6,-7.45,1.0,0.07,0.52,0.0,0.17,0.3,78.96,4.0,275.0,69.0,1.17,j-dance
1171,催眠術,222.28,False,QUEEN BEE,催眠術,0.72,0.69,5,-3.78,1.0,0.03,0.05,0.0,0.09,0.77,99.98,4.0,365.0,93.0,1.28,j-dance
1172,BRZL,315.44,False,Bombo Rosa,BRZL,0.78,0.94,6,-4.67,1.0,0.06,0.0,0.88,0.06,0.54,130.01,4.0,679.0,169.0,1.17,breakbeat
1173,Impact,169.93,False,Taproot,Metal Lives!,0.53,0.98,7,-3.7,1.0,0.13,0.0,0.82,0.32,0.15,111.07,4.0,310.0,78.0,4.07,industrial
1174,Valle Moreno,219.77,False,QUITAPENAS,QUITAPENAS,0.53,0.85,6,-8.53,0.0,0.08,0.32,0.44,0.1,0.85,119.2,3.0,429.0,144.0,1.17,afrobeat
1175,算什麼男人,289.48,False,Jay Chou,哎呦 不錯哦,0.52,0.57,1,-6.83,1.0,0.03,0.36,0.0,0.12,0.31,106.94,4.0,508.0,127.0,2.37,mandopop
1176,How Sweet It Is,219.56,False,Chris Tomlin;Pat Barrett,Holy Roar,0.47,0.16,6,-12.0,1.0,0.03,0.84,0.0,0.19,0.36,135.42,4.0,471.0,119.0,1.17,afrobeat
1177,Veilinghallen,209.33,False,Dither;Da Mouth of Madness,Defqon.1 2022,0.59,0.96,2,0.64,1.0,0.18,0.01,0.0,0.17,0.34,179.97,4.0,613.0,154.0,3.7,idm
1178,The Soul Receiver,271.49,False,Old Man's Child,In Defiance of Existence,0.41,0.92,2,-5.35,1.0,0.04,0.0,0.8,0.12,0.28,139.93,4.0,625.0,159.0,3.7,black-metal
1179,Freedom Is Coming - Reimagined,154.38,False,Hillsong Young & Free,Phenomena (DA DA) Remixes,0.63,0.7,8,-5.36,1.0,0.04,0.06,0.0,0.07,0.45,102.0,4.0,256.0,63.0,2.73,iranian
1180,Liptones,241.87,False,Luke Vibert,YosepH,0.74,0.41,3,-13.25,0.0,0.07,0.01,0.88,0.1,0.45,172.02,4.0,683.0,171.0,1.74,idm
1181,Givin' You All My Lovin',252.07,False,Blackstreet,Blackstreet,0.85,0.7,5,-4.87,0.0,0.18,0.04,0.0,0.03,0.57,95.97,4.0,402.0,101.0,1.28,j-dance
1182,Spiritual Brothel,379.4,True,Beshenitar,Around the 13 Sins,0.26,0.99,2,-6.01,1.0,0.2,0.0,0.1,0.1,0.03,119.92,4.0,766.0,193.0,3.7,iranian
1183,Bang Bang Beat,286.48,False,Shiritsu Ebisu Chugaku,Bang Bang Beat,0.68,0.92,9,-3.73,1.0,0.09,0.02,0.0,0.34,0.61,127.98,4.0,605.0,151.0,1.34,j-idol
1184,Puzzlewood,140.87,False,Plone,Puzzlewood,0.68,0.6,1,-9.41,1.0,0.03,0.03,0.6,0.22,0.85,105.03,4.0,239.0,59.0,2.37,idm
1185,Yennicita - Alternate Version,184.56,False,El Michels Affair,Loose Change,0.62,0.58,2,-11.72,1.0,0.11,0.0,0.88,0.35,0.64,167.94,4.0,514.0,128.0,3.7,afrobeat
1186,Jealous,196.25,False,Darren Styles,Skydivin',0.44,0.96,7,-5.08,1.0,0.07,0.0,0.33,0.09,0.27,170.0,4.04,551.0,137.0,4.07,happy
1187,Dámelo To’,184.13,False,Selena Gomez;Myke Towers,Perreo Tenebroso Vol. 5,0.79,0.64,8,-7.38,1.0,0.32,0.1,0.01,0.07,0.44,182.0,4.0,553.0,140.0,2.73,breakbeat
1188,I Don’t Think That I Like Her,188.51,False,Charlie Puth,CHARLIE,0.59,0.55,8,-5.85,0.0,0.03,0.4,0.0,0.11,0.71,186.07,4.0,577.0,144.0,2.73,breakbeat
1189,讓懂你的人愛你,301.83,False,William So,Nice So Nice (舊愛還是最美),0.56,0.37,8,-10.04,1.0,0.04,0.76,0.0,0.1,0.34,113.64,4.0,554.0,138.0,2.73,mandopop
1190,Jeová Jireh,390.95,False,Aline Barros,Jeová Jireh,0.4,0.76,7,-7.68,1.0,0.05,0.0,0.0,0.23,0.11,133.93,4.0,869.0,219.0,4.07,brazil
1191,大スキ! - original version,269.49,False,Ryoko Hirosue,ARIGATO!,0.72,0.92,8,-4.98,1.0,0.04,0.42,0.0,0.17,0.84,101.46,4.0,447.0,112.0,2.73,techno
1192,倒影,234.23,False,Jay Chou,最偉大的作品,0.73,0.51,9,-8.72,1.0,0.03,0.01,0.0,0.48,0.36,123.96,3.91,480.0,120.0,1.34,mandopop
1193,I'll Take You There - Moplen Radio Version,278.4,False,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle;Moplen,I'll Take You There,0.68,0.81,5,-6.12,0.0,0.03,0.0,0.5,0.11,0.23,125.03,4.0,571.0,142.0,1.28,chicago-house
1194,Symratik,148.0,False,Ixuol,Abstraction In High Fidelity,0.42,0.55,9,-7.14,1.0,0.04,0.57,0.87,0.12,0.05,125.3,5.0,268.0,66.0,1.34,iranian
1195,Stress Relief Music,129.45,False,Meditation Spa,Piano Relaxation Music For Stress Relief And Healing,0.43,0.08,10,-20.05,1.0,0.05,0.99,0.89,0.1,0.16,132.98,4.0,264.0,65.0,0.76,sleep
1196,LUNARSTORM,324.0,False,Varg²™,EXIT WOUNDS,0.26,0.9,1,-7.73,1.0,0.05,0.0,0.47,0.29,0.16,109.43,3.0,694.0,231.0,2.37,techno
1197,Alfazema Y Guiné (feat. Guinu),118.39,False,Zé Bigode Orquestra;Guinu,Clube da Fumaça,0.88,0.76,6,-5.56,1.0,0.06,0.16,0.0,0.26,0.91,129.91,4.0,250.0,62.0,1.17,afrobeat
1198,哪裡都是你,279.04,False,Jay Chou,十二新作,0.45,0.59,5,-7.07,1.0,0.03,0.15,0.0,0.11,0.16,131.93,3.91,598.0,150.0,1.28,mandopop
1199,En un millón de letras,223.17,False,Brock Ansiolitiko,En un millón de letras,0.6,0.71,11,-10.31,1.0,0.12,0.79,0.0,0.07,0.54,164.05,4.0,595.0,148.0,0.75,spanish
1200,Soldado do Morro,412.4,False,MV Bill,Traficando Informação,0.68,0.58,3,-5.99,0.0,0.33,0.17,0.0,0.25,0.54,78.08,4.0,539.0,135.0,1.74,brazil
1201,The Wreck of the Old 97 (with The Foggy Mountain Boys),150.23,False,Lester Flatt;Earl Scruggs;The Foggy Mountain Boys,Hard Travelin' (with The Foggy Mountain Boys),0.63,0.43,10,-14.13,1.0,0.03,0.48,0.0,0.08,0.86,127.57,4.0,315.0,78.0,0.76,bluegrass
1202,さよなら、アリス(version2016),288.36,False,Flower,THIS IS Flower THIS IS BEST,0.61,0.76,4,-3.48,0.0,0.04,0.44,0.0,0.1,0.39,117.02,4.0,541.0,136.0,0.92,j-idol
1203,Gatefold,132.26,False,Dusty Decks,Gatefold,0.74,0.48,2,-8.1,1.0,0.07,0.66,0.92,0.11,0.16,88.01,4.0,191.0,46.0,3.7,study
1204,イスデタビ,108.6,False,Rei Harakami,広い世界 と せまい世界,0.47,0.59,6,-10.64,1.0,0.04,0.85,0.93,0.3,0.73,118.44,4.0,212.0,52.0,1.17,idm
1205,Dancing Jodi,239.65,False,Salim–Sulaiman,Rab Ne Bana Di Jodi (Original),0.7,0.9,5,-7.38,1.0,0.09,0.02,0.57,0.08,0.65,131.99,4.0,513.0,129.0,1.28,indian
1206,Be Prepared - Japanese Version,217.93,False,Haruhiko Joh;Ben Hiura;Tomie Kataoka,The Lion King (Original Motion Picture Soundtrack/Japan Release Version),0.63,0.45,9,-15.72,1.0,0.19,0.53,0.0,0.15,0.36,122.0,4.0,438.0,109.0,1.34,disney
1207,"Haan Main Galat (From ""Love Aaj Kal"")",218.64,False,Pritam;Arijit Singh;Shashwat Singh,"Haan Main Galat (From ""Love Aaj Kal"")",0.68,0.74,0,-5.66,1.0,0.05,0.1,0.01,0.1,0.89,117.98,4.0,419.0,103.0,3.35,indian
1208,Broken Worlds,345.04,False,Alphaxone,Edge of Solitude,0.2,0.3,10,-24.12,1.0,0.05,0.78,0.93,0.14,0.04,72.68,4.0,410.0,101.0,0.76,iranian
1209,Electric Atmosphere - Live,207.38,False,Planetshakers,Heaven On Earth,0.66,0.9,1,-3.82,1.0,0.05,0.0,0.0,0.37,0.84,118.02,4.0,401.0,99.0,2.37,indian
1210,Adultério,107.12,False,Japãozin,Pen Drive Atualizado,0.72,0.83,11,-2.08,0.0,0.04,0.08,0.0,0.04,0.97,155.9,4.0,273.0,68.0,0.75,forro
1211,V-4,13.39,False,Leila Bela,Angra Manyu,0.0,0.22,11,-22.2,1.0,0.0,0.97,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.75,iranian
1212,Do You Want to Build a Snowman,237.05,False,Billboard Baby Lullabies,Lullaby Renditions of Frozen,0.55,0.17,3,-16.48,1.0,0.05,0.99,0.89,0.1,0.06,119.49,4.0,452.0,115.0,1.74,disney
1213,Override [C],272.91,False,Area 11,Modern Synthesis,0.49,0.96,4,-6.61,1.0,0.08,0.06,0.0,0.11,0.26,150.0,4.0,673.0,168.0,0.92,industrial
1214,Dame Amor,308.72,False,Magneto,10 De Colección,0.64,0.41,1,-12.4,0.0,0.03,0.17,0.0,0.11,0.33,114.04,4.0,577.0,143.0,2.37,spanish
1215,Luk øjnene op,196.21,False,Germaine Franco,Encanto (Originalt Dansk Soundtrack),0.24,0.11,0,-16.38,0.0,0.04,0.86,0.93,0.13,0.06,119.98,3.0,363.0,119.0,3.35,disney
1216,Lighthouses - Ambient Version,184.0,False,Felix Werner,Lighthouses (Ambient Version),0.21,0.06,2,-27.91,1.0,0.05,0.84,0.62,0.11,0.04,68.94,3.43,207.0,52.0,3.7,sleep
1217,Soul Parasites,216.68,False,Celldweller,Satellites,0.56,0.79,1,-4.58,1.0,0.06,0.0,0.0,0.09,0.79,92.0,3.0,329.0,109.0,2.37,industrial
1218,Last Summer,172.55,True,Tokyo Machine;Weird Genius;Lights,Last Summer,0.64,0.92,0,-3.54,1.0,0.03,0.26,0.0,0.22,0.9,144.95,4.0,406.0,101.0,3.35,j-dance
1219,千秋万歳!電波一座!,291.46,False,Dempagumi.Inc,DEMPARK!!!,0.55,0.99,8,-2.86,1.0,0.22,0.01,0.0,0.12,0.73,168.1,4.0,802.0,205.0,2.73,j-idol
1220,Son Of David - Studio,273.46,False,Hillsong Worship;Ben Fielding,These Same Skies (Studio),0.3,0.3,10,-10.51,1.0,0.03,0.06,0.0,0.11,0.13,136.36,3.77,615.0,154.0,0.76,indian
1221,Nine Ways - Shadow Child Remix,152.11,False,JDS;Shadow Child,Nine Ways (Shadow Child Remix),0.57,0.88,1,-7.48,1.0,0.04,0.0,0.81,0.28,0.21,130.0,4.0,324.0,80.0,2.37,breakbeat
1222,U,252.94,False,Avoure,U,0.66,0.65,7,-6.78,1.0,0.03,0.04,0.72,0.11,0.3,122.99,3.94,514.0,129.0,4.07,techno
1223,The Repair Man,300.44,False,Tucka,Long Live the King,0.93,0.39,8,-6.13,1.0,0.06,0.16,0.0,0.08,0.81,96.01,4.0,476.0,119.0,2.73,bluegrass
1224,Infernal,220.95,False,Mörk Gryning,Hinsides Vrede,0.3,0.95,11,-8.73,0.0,0.08,0.0,0.73,0.22,0.13,179.96,4.0,641.0,161.0,0.75,black-metal
1225,Twisted Reality - Edit,207.36,False,Boris Brejcha,Twisted Reality (Edit),0.69,0.66,0,-12.4,0.0,0.04,0.0,0.89,0.12,0.28,125.0,4.0,426.0,108.0,3.35,techno
1226,Dominate,413.62,False,Drumattic Twins,Feelin Kinda Strange,0.76,0.84,11,-7.63,1.0,0.09,0.0,0.78,0.17,0.27,134.99,4.0,922.0,232.0,0.75,breakbeat
1227,Eu Já Tava Bem,144.98,False,Edy e Nathan,Piseiro Raiz,0.68,0.63,4,-8.5,0.0,0.03,0.56,0.0,0.32,0.91,144.95,4.0,348.0,86.0,0.92,forro
1228,Cumbia Cumbia,207.31,False,Thiago França,A Espetacular Charanga do França,0.89,0.73,5,-7.74,0.0,0.09,0.33,0.0,0.04,0.92,94.07,4.0,321.0,81.0,1.28,afrobeat
1229,Bewegtes weißes Rauschen vom Ozean,180.99,False,Weißes Rauschen HD,Weißer Lärm Baby Schlaf (Meeresrauschen),0.08,0.48,2,-16.91,0.0,0.05,0.77,0.95,0.86,0.0,83.48,4.0,266.0,66.0,3.7,sleep
1230,Meeresrauschen für Meditation,119.2,False,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",0.13,1.0,9,-18.98,0.0,0.05,0.32,1.0,0.94,0.0,144.35,4.0,276.0,68.0,1.34,sleep
1231,Body Movin'/Probe Medley,212.41,False,DJ Baby Anne,Probe,0.5,0.95,4,-7.36,1.0,0.05,0.0,0.1,0.53,0.66,138.68,4.0,480.0,119.0,0.92,breakbeat
1232,País Tropical,209.07,False,Orquestra Brasileira de Música Jamaicana,Volume II,0.82,0.77,5,-5.94,1.0,0.03,0.61,0.95,0.32,0.96,127.97,4.0,445.0,111.0,1.28,afrobeat
1233,Contraband (feat. Courtney LaPlante),250.14,True,Make Them Suffer;Courtney LaPlante,Contraband (feat. Courtney LaPlante),0.48,0.96,11,-4.14,1.0,0.09,0.0,0.0,0.21,0.14,129.98,4.0,540.0,135.0,0.75,black-metal
1234,If You'Re Smart,174.72,False,The Nightraver,We're From Rotterdam,0.57,0.87,6,-12.0,1.0,0.07,0.0,0.74,0.37,0.09,179.84,4.0,520.0,129.0,1.17,happy
1235,La La Land,247.65,False,Cameron's Bedtime Classics,Dreamy Piano,0.57,0.04,3,-18.69,1.0,0.2,0.99,0.95,0.12,0.18,135.36,3.0,495.0,164.0,1.74,disney
1236,Tell Me It's A Nightmare,248.74,False,Kim Petras,Anthems for Witches 2022,0.65,0.76,4,-5.79,0.0,0.07,0.0,0.0,0.15,0.23,109.98,4.0,455.0,113.0,0.92,breakbeat
1237,Greater Than All My Regrets,256.78,False,Tenth Avenue North,No Shame,0.36,0.52,7,-6.23,1.0,0.04,0.08,0.0,0.08,0.16,143.92,4.0,598.0,151.0,4.07,afrobeat
1238,Dunno,284.95,True,Andy Thorn,Dunno,0.71,0.49,9,-12.14,1.0,0.04,0.33,0.01,0.1,0.46,90.03,4.0,417.0,104.0,1.34,bluegrass
1239,Angels We Have Heard on High (Remastered 2014),249.63,False,Traditional;Royal Philharmonic Orchestra,"Classical Christmas, Vol. 1",0.18,0.35,9,-10.92,1.0,0.03,0.9,0.5,0.07,0.11,138.28,3.0,482.0,159.0,1.34,sleep
1240,No Nah,232.61,False,Jor'dan Armstrong,52 Weeks of Summer,0.76,0.67,8,-6.55,1.0,0.04,0.02,0.0,0.28,0.64,100.02,4.0,384.0,95.0,2.73,afrobeat
1241,The Agony,209.76,True,Calibre,The Storm Inside,0.32,0.99,7,-3.5,1.0,0.28,0.0,0.0,0.32,0.08,199.84,3.0,668.0,223.0,4.07,iranian
1242,Dark Wood,129.34,False,Justnormal,Seasonal Expression,0.72,0.24,6,-13.32,1.0,0.28,0.82,0.42,0.12,0.46,173.94,4.0,372.0,94.0,1.17,study
1243,You've Got a Friend in Me Wheezy,161.8,False,Cameron's Bedtime Classics,Toy Story,0.49,0.2,9,-16.78,1.0,0.04,0.97,0.94,0.12,0.11,119.43,4.0,314.0,78.0,1.34,disney
1244,Work Your Body,299.02,False,Fast Eddie;Sundance,Most Wanted,0.78,0.82,6,-4.11,0.0,0.05,0.0,0.08,0.12,0.44,122.44,4.0,610.0,152.0,1.17,chicago-house
1245,Soothing Minds,206.0,False,White Noise for Babies,Rising Sun,0.18,0.99,1,-8.62,1.0,0.17,0.14,0.97,0.37,0.02,108.16,1.0,358.0,91.0,2.37,sleep
1246,Binomio,305.13,False,Nach,Ars Magna,0.64,0.86,4,-8.55,0.0,0.27,0.11,0.0,0.75,0.44,94.84,4.0,482.0,120.0,0.92,spanish
1247,Dentro De Um Instante,204.8,False,3030,Arcano 19,0.74,0.5,2,-10.0,1.0,0.08,0.65,0.0,0.12,0.44,75.02,4.0,254.0,63.0,3.7,brazil
1248,Another Ghost,222.83,False,Mushroomhead,A Wonderful Life,0.65,0.93,1,-4.39,1.0,0.04,0.0,0.0,0.09,0.23,109.97,4.0,406.0,103.0,2.37,industrial
1249,Pytanie na śniadanie,85.87,False,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),0.5,0.11,7,-23.37,1.0,0.06,0.89,0.91,0.1,0.12,127.37,4.0,173.0,43.0,4.07,disney
1250,和你一起,206.63,False,Claire Kuo,电视剧《离人心上》原声带,0.32,0.39,10,-8.4,1.0,0.04,0.7,0.0,0.27,0.23,58.32,4.0,199.0,49.0,0.76,mandopop
1251,Åpne øynene,196.21,False,Germaine Franco,Encanto (Originalt Norsk Soundtrack),0.24,0.11,0,-16.38,0.0,0.04,0.86,0.93,0.13,0.06,119.98,3.0,363.0,119.0,3.35,disney
1252,Sapphire Lake,169.5,False,Blackburri,Sapphire Lake,0.77,0.18,8,-15.68,1.0,0.08,0.89,0.64,0.24,0.37,159.96,4.0,443.0,110.0,2.73,study
1253,Hua Sawera,43.24,False,WowKidz,50 Top Hindi Nursery Rhymes,0.92,0.53,5,-6.61,1.0,0.07,0.51,0.0,0.53,0.49,89.99,4.0,62.0,14.0,1.28,disney
1254,I Can't Let You Throw Yourself Away,125.79,False,Randy Newman,Toy Story 4 (Original Motion Picture Soundtrack),0.64,0.74,5,-8.21,1.0,0.04,0.44,0.0,0.13,0.9,106.24,4.0,213.0,53.0,1.28,disney
1255,Give You That (feat. Obi & Real Elements),247.64,False,A.Skillz;Krafty Kuts;Obi;Real Elements,Tricka Technology,0.81,0.68,10,-7.36,0.0,0.19,0.02,0.0,0.05,0.91,94.0,4.0,387.0,96.0,0.76,breakbeat
1256,Theethiriyaai,278.38,False,Pritam;Sid Sriram,Brahmastra (Tamil) [Original Motion Picture Soundtrack],0.56,0.6,0,-7.12,1.0,0.03,0.72,0.0,0.11,0.4,93.99,4.0,427.0,105.0,3.35,indian
1257,第一天,253.96,False,Stefanie Sun,完美的一天,0.43,0.9,8,-4.04,1.0,0.1,0.04,0.0,0.32,0.62,176.1,4.0,732.0,182.0,2.73,mandopop
1258,涙がまだ悲しみだった頃,260.49,False,Nogizaka46,走れ!Bicycle TypeA,0.51,0.91,5,-2.91,1.0,0.05,0.12,0.0,0.31,0.64,163.88,4.0,697.0,173.0,1.28,j-idol
1259,Spray Paint,77.32,False,White Noise Baby Sleep,White Static Sleep Noise,0.0,0.18,11,-38.57,1.0,0.0,0.2,0.35,0.25,0.0,0.0,0.0,0.0,0.0,0.75,sleep
1260,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,161.13,True,Death Grips,Government Plates,0.32,0.85,7,-2.75,1.0,0.19,0.0,0.0,0.25,0.49,103.37,4.0,281.0,69.0,4.07,industrial
1261,Regenesis,215.26,False,Alphaxone;protoU,Back to Beyond,0.17,0.27,7,-23.35,1.0,0.07,0.34,0.92,0.62,0.04,139.7,3.0,481.0,160.0,4.07,iranian
1262,Última Chance,358.61,False,Ministerio Ipiranga,Envia Tua Glória,0.26,0.21,4,-9.99,1.0,0.03,0.86,0.0,0.25,0.07,112.05,4.0,599.0,149.0,0.92,brazil
1263,枕邊人 - 電視劇《三生三世枕上書》片頭曲,269.98,False,Tiger Hu,《三生三世枕上書》影視原聲帶,0.29,0.71,2,-5.61,0.0,0.05,0.29,0.0,0.1,0.19,147.71,4.0,644.0,160.0,3.7,mandopop
1264,さよなら秘密基地,226.0,False,Shiritsu Ebisu Chugaku,私立恵比寿中学,0.58,0.79,11,-4.09,1.0,0.16,0.05,0.0,0.34,0.41,159.35,4.0,576.0,145.0,0.75,j-idol
1265,青春continues,232.52,False,Last Idol,ラストアルバム,0.57,0.92,10,-2.71,1.0,0.08,0.01,0.0,0.14,0.59,82.0,4.0,313.0,78.0,0.76,j-idol
1266,ひまわりの丘,330.88,False,Seiko Matsuda,Pineapple,0.59,0.38,5,-7.75,1.0,0.03,0.77,0.0,0.06,0.57,173.31,4.0,936.0,233.0,1.28,j-idol
1267,Your Mighty Has Fallen,278.16,False,Kvaen,The Great Below,0.39,0.83,1,-13.02,1.0,0.06,0.0,0.0,0.39,0.25,99.97,3.0,457.0,152.0,2.37,black-metal
1268,Fall Deeper,475.87,False,Force Mass Motion,Motions Beyond,0.74,0.91,7,-7.48,1.0,0.04,0.0,0.53,0.58,0.82,134.02,4.0,1060.0,266.0,4.07,breakbeat
1269,The Saving One,246.57,False,Starfield,The Saving One,0.38,0.73,2,-3.82,1.0,0.03,0.0,0.0,0.08,0.26,144.06,4.0,575.0,144.0,3.7,afrobeat
1270,Moments,183.09,True,Masicka;Stefflon Don,438,0.77,0.66,1,-5.61,1.0,0.23,0.06,0.0,0.1,0.16,129.34,5.0,388.0,97.0,2.37,j-dance
1271,Breaker Beats Pt. 2,177.79,False,Freestylers,We Rock Hard,0.86,0.77,9,-12.17,1.0,0.04,0.21,0.35,0.05,0.9,127.99,4.0,376.0,93.0,1.34,breakbeat
1272,The Waddle,182.23,False,Lefties Soul Connection,Akathisia,0.64,0.84,2,-5.25,1.0,0.06,0.05,0.94,0.14,0.81,86.18,4.0,259.0,64.0,3.7,afrobeat
1273,The Dream,285.65,True,Witness the Existence,The Dream,0.37,0.96,9,-3.18,1.0,0.09,0.0,0.08,0.32,0.19,149.97,4.0,706.0,175.0,1.34,iranian
1274,The Conquest Of Fury - Official Masters Of Hardcore 2013 Anthem,351.58,False,Re-Style,Masters Of Hardcore The Conquest Of Fury,0.48,0.9,9,-5.78,0.0,0.07,0.08,0.16,0.16,0.22,175.02,4.0,1025.0,255.0,1.34,happy
1275,Não vou duvidar,207.83,False,Marquinhos Gomes,Não vou duvidar,0.65,0.78,11,-4.42,1.0,0.04,0.63,0.0,0.13,0.64,137.88,4.0,473.0,119.0,0.75,brazil
1276,Por Ser Tu Mujer,209.6,False,Natalia Jiménez,Natalia Jiménez,0.57,0.76,3,-4.45,1.0,0.04,0.14,0.0,0.22,0.65,145.58,4.0,507.0,126.0,1.74,spanish
1277,It's a War,150.69,False,Trampled by Turtles,Palomino,0.28,0.91,7,-4.7,1.0,0.04,0.24,0.01,0.16,0.59,178.32,4.0,436.0,110.0,4.07,bluegrass
1278,Quatro Sorrisos - Ao Vivo,146.09,False,Márcia Fellipe,Ao Vivo Em Recife,0.38,0.86,6,-6.35,1.0,0.06,0.29,0.0,0.48,0.53,157.72,4.0,372.0,92.0,1.17,forro
1279,G Move [Unique],176.47,False,Kyodi,G Move [Unique],0.52,0.69,4,-4.77,0.0,0.35,0.28,0.0,0.12,0.43,177.31,4.16,517.0,129.0,0.92,j-dance
1280,poof,230.84,False,Rei Harakami,opa*q,0.67,0.22,5,-20.19,1.0,0.05,0.93,0.71,0.1,0.11,99.79,3.0,362.0,120.0,1.28,idm
1281,Turn Up The Bass - Fast Eddie Music & Edits Mix,301.59,False,Tyree Cooper,Turn Up The Bass,0.74,0.89,7,-6.81,1.0,0.06,0.0,0.0,0.11,0.39,126.66,4.0,634.0,157.0,4.07,chicago-house
